Brand,Name,SKU,Full Name,Color,Category,Tags,Wholesale Price,Sale Price,Retail Price,Stock,Image1,Image2,Image3,Gallery,Application,Content,Backing,Finish / Topcoat,Weight,Width,Fabric Shown,Origin,Repeat Horizontal,Repeat Vertical,Collection,Abrasion Resistance,Pilling,Seam Slippage,Break Strength,Wet Crocking,Dry Crocking,Colorfastness to Light,Flammability,Product Notes
United Fabrics,SPECKLE,19 Chutney,United Fabrics SPECKLE 19 Chutney,"Brown upholstery fabric, brown","United Fabrics, SPECKLE, 19 Chutney, United Fabrics SPECKLE 19 Chutney, Brown upholstery fabric, brown, Upholstery, Indoor, 69% Polyester 31% Acrylic, Acrylic, Crypton Home Soil/Stain Protection, China, 70,000 Double Rubs, 721: Color Trends: Canyon Rose 722: Crypton Color Wheel: Warm Textures","United Fabrics, SPECKLE, 19 Chutney, United Fabrics SPECKLE 19 Chutney, Brown upholstery fabric, brown, Upholstery, Indoor, 69% Polyester 31% Acrylic, Acrylic, Crypton Home Soil/Stain Protection, China, 70,000 Double Rubs, 721: Color Trends: Canyon Rose 722: Crypton Color Wheel: Warm Textures",21.34,42.68,49.08,70 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-speckle-chutney.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-speckle1.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-speckle-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-speckle-chutney.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-speckle1.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-speckle-uf-o1-filmic.jpg","Upholstery, Indoor",69% Polyester 31% Acrylic,Acrylic,Crypton Home Soil/Stain Protection,17.9 oz./yd.,"54.000""",Up the Roll,China,,,721: Color Trends: Canyon Rose 722: Crypton Color Wheel: Warm Textures,"70,000 Double Rubs",Class 5,Warp: 36.1 lbs / Weft: 96.7 lbs,Warp: 94.5 lbs / Weft: 127.5 lbs,Grade: 4,Grade: 4,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,MAEVE,58 Mink,United Fabrics MAEVE 58 Mink,"Brown upholstery fabric, brown","United Fabrics, MAEVE, 58 Mink, United Fabrics MAEVE 58 Mink, Brown upholstery fabric, brown, Upholstery, Indoor, 86% Polyester 14% Acrylic, Light Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 121: Performance Textures 4","United Fabrics, MAEVE, 58 Mink, United Fabrics MAEVE 58 Mink, Brown upholstery fabric, brown, Upholstery, Indoor, 86% Polyester 14% Acrylic, Light Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 121: Performance Textures 4",22.09,44.18,50.81,60 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-maeve-58-mink.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-maeve2-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-maeve-square-product-image.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-maeve-58-mink.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-maeve2-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-maeve-square-product-image.jpg","Upholstery, Indoor",86% Polyester 14% Acrylic,Light Acrylic,Crypton Home Soil/Stain Protection,19.8 oz./yd.,"54.000""",Up the Roll,China,,,121: Performance Textures 4,"50,000 Double Rubs",Class 4,Warp: 77.3 lbs / Weft: 87.9 lbs,Warp: 296.3 lbs / Weft: 105.3 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,NEWTON,16 Bittersweet,United Fabrics NEWTON 16 Bittersweet,"Brown upholstery fabric, brown","United Fabrics, NEWTON, 16 Bittersweet, United Fabrics NEWTON 16 Bittersweet, Brown upholstery fabric, brown, Upholstery, Indoor, 94% Polyester 4% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures","United Fabrics, NEWTON, 16 Bittersweet, United Fabrics NEWTON 16 Bittersweet, Brown upholstery fabric, brown, Upholstery, Indoor, 94% Polyester 4% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures",29.21,58.42,67.18,9 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-newton-16-bittersweet.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0573.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-newton-square-product-image.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-newton-16-bittersweet.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0573.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-newton-square-product-image.jpg","Upholstery, Indoor",94% Polyester 4% Polyurethane 2% Silicone,Polyurethane,Supreen Liquid Barrier,21.5 oz./yd.,"54.000""",Up the Roll,China,,,520: Supreen Textures,"100,000 Double Rubs",Class 5,Warp: 82.5 lbs / Weft: 80 lbs,Warp: 302 lbs / Weft: 80 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4.5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,NEWTON,80 Pumpkin Spice,United Fabrics NEWTON 80 Pumpkin Spice,"Brown upholstery fabric, brown","United Fabrics, NEWTON, 80 Pumpkin Spice, United Fabrics NEWTON 80 Pumpkin Spice, Brown upholstery fabric, brown, Upholstery, Indoor, 94% Polyester 4% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures","United Fabrics, NEWTON, 80 Pumpkin Spice, United Fabrics NEWTON 80 Pumpkin Spice, Brown upholstery fabric, brown, Upholstery, Indoor, 94% Polyester 4% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures",29.21,58.42,67.18,31 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-newton-80-pumpkin-spice.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0573.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-newton-square-product-image.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-newton-80-pumpkin-spice.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0573.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-newton-square-product-image.jpg","Upholstery, Indoor",94% Polyester 4% Polyurethane 2% Silicone,Polyurethane,Supreen Liquid Barrier,21.5 oz./yd.,"54.000""",Up the Roll,China,,,520: Supreen Textures,"100,000 Double Rubs",Class 5,Warp: 82.5 lbs / Weft: 80 lbs,Warp: 302 lbs / Weft: 80 lbs,Grade: 4.5,Grade: 4.5,Hours: 40 / Grade: 4.5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,PASCAL,36 Espresso,United Fabrics PASCAL 36 Espresso,"Brown upholstery fabric, brown","United Fabrics, PASCAL, 36 Espresso, United Fabrics PASCAL 36 Espresso, Brown upholstery fabric, brown, Upholstery, Indoor, 89% Polyester 9% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures","United Fabrics, PASCAL, 36 Espresso, United Fabrics PASCAL 36 Espresso, Brown upholstery fabric, brown, Upholstery, Indoor, 89% Polyester 9% Polyurethane 2% Silicone, Polyurethane, Supreen Liquid Barrier, China, 100,000 Double Rubs, 520: Supreen Textures",26.59,53.18,61.16,23 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-pascal-36-espresso.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0544.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-pascal-current-camera-filmic-1.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-pascal-36-espresso.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-dsc0544.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-pascal-current-camera-filmic-1.jpg","Upholstery, Indoor",89% Polyester 9% Polyurethane 2% Silicone,Polyurethane,Supreen Liquid Barrier,14.6 oz./yd.,"54.000""",Up the Roll,China,,,520: Supreen Textures,"100,000 Double Rubs",Class 5,Warp: 94 lbs / Weft: 83.5 lbs,Warp: 249 lbs / Weft: 79 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 4.5,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,BAXTER,77 Sepia,United Fabrics BAXTER 77 Sepia,"Brown upholstery fabric, brown","United Fabrics, BAXTER, 77 Sepia, United Fabrics BAXTER 77 Sepia, Brown upholstery fabric, brown, Upholstery, Indoor, 78% Olefin 22% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals","United Fabrics, BAXTER, 77 Sepia, United Fabrics BAXTER 77 Sepia, Brown upholstery fabric, brown, Upholstery, Indoor, 78% Olefin 22% Polyester, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals",22.09,44.18,50.81,44 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-baxter-77-sepia.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-baxter-uf-o1-filmic-1.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-baxter-uf-o1-filmic-1.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-baxter-77-sepia.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-baxter-uf-o1-filmic-1.jpg","Upholstery, Indoor",78% Olefin 22% Polyester,Acrylic,Permanent Soil/Stain Protection,27.0 oz./yd.,"54.000""",Railroaded,USA,"7.000""","7.000""",320: Color Trends: Newsprint Naturals,"50,000 Double Rubs",Class 4,Warp: 61 lbs / Weft: 33 lbs,Warp: 81 lbs / Weft: 146 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,HONEST,55 Mineral,United Fabrics HONEST 55 Mineral,"Brown upholstery fabric, brown","United Fabrics, HONEST, 55 Mineral, United Fabrics HONEST 55 Mineral, Brown upholstery fabric, brown, Upholstery, Indoor, 33% Polyester 22% Acrylic 20% Cotton 15% Viscose 10% Linen, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 320: Color Trends: Newsprint Naturals","United Fabrics, HONEST, 55 Mineral, United Fabrics HONEST 55 Mineral, Brown upholstery fabric, brown, Upholstery, Indoor, 33% Polyester 22% Acrylic 20% Cotton 15% Viscose 10% Linen, Acrylic, Alta Soil/Stain Protection, China, 100,000 Double Rubs, 320: Color Trends: Newsprint Naturals",26.96,53.92,62.01,62 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-honest-55-mineral.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-honest-55-mineral.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-honest-55-mineral.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-honest-55-mineral.jpg,"Upholstery, Indoor",33% Polyester 22% Acrylic 20% Cotton 15% Viscose 10% Linen,Acrylic,Alta Soil/Stain Protection,20.3 oz./yd.,"54.000""",Up the Roll,China,,,320: Color Trends: Newsprint Naturals,"100,000 Double Rubs",Class 3.5,Warp: 56.3 lbs / Weft: 62.7 lbs,Warp: 188.7 lbs / Weft: 184.4 lbs,Grade: 4.5,Grade: 5,Hours: 40 / Grade: 4.5,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,KARMA,75 Rolling Stone,United Fabrics KARMA 75 Rolling Stone,"Brown upholstery fabric, brown","United Fabrics, KARMA, 75 Rolling Stone, United Fabrics KARMA 75 Rolling Stone, Brown upholstery fabric, brown, Upholstery, Indoor, 49% Polypropylene 32% Polyester 19% Cotton, Latex, Nanotex by Crypton Soil/Stain Protection, USA, 30,000 Double Rubs, 320: Color Trends: Newsprint Naturals","United Fabrics, KARMA, 75 Rolling Stone, United Fabrics KARMA 75 Rolling Stone, Brown upholstery fabric, brown, Upholstery, Indoor, 49% Polypropylene 32% Polyester 19% Cotton, Latex, Nanotex by Crypton Soil/Stain Protection, USA, 30,000 Double Rubs, 320: Color Trends: Newsprint Naturals",37.46,74.92,86.16,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-karma-75-rolling-stone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-karma-75-rolling-stone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-karma-75-rolling-stone.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-karma-75-rolling-stone.jpg,"Upholstery, Indoor",49% Polypropylene 32% Polyester 19% Cotton,Latex,Nanotex by Crypton Soil/Stain Protection,24.5 oz./yd.,"54.000""",Up the Roll,USA,,,320: Color Trends: Newsprint Naturals,"30,000 Double Rubs",Class 3,Warp: 81 lbs / Weft: 89.5 lbs,Warp: 100 lbs / Weft: 100 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,NESSA,40 Fossil,United Fabrics NESSA 40 Fossil,"Brown upholstery fabric, brown","United Fabrics, NESSA, 40 Fossil, United Fabrics NESSA 40 Fossil, Brown upholstery fabric, brown, Upholstery, Indoor, 53% Polyester 47% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals","United Fabrics, NESSA, 40 Fossil, United Fabrics NESSA 40 Fossil, Brown upholstery fabric, brown, Upholstery, Indoor, 53% Polyester 47% Cotton, Acrylic, Permanent Soil/Stain Protection, USA, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals",32.59,65.18,74.96,42 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-nessa-40-fossil.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nessa-40-fossil-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nessa-nessa.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-nessa-40-fossil.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nessa-40-fossil-30inch.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-nessa-nessa.jpg","Upholstery, Indoor",53% Polyester 47% Cotton,Acrylic,Permanent Soil/Stain Protection,17.0 oz./yd.,"54.000""",Railroaded,USA,"13.800""","7.375""",320: Color Trends: Newsprint Naturals,"50,000 Double Rubs",Class 3,Warp: 72 lbs / Weft: 62 lbs,Warp: 124 lbs / Weft: 236 lbs,Grade: 3,Grade: 4,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant PFAS Free
United Fabrics,WILLIS,31 Hazel,United Fabrics WILLIS 31 Hazel,"Brown upholstery fabric, brown","United Fabrics, WILLIS, 31 Hazel, United Fabrics WILLIS 31 Hazel, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals","United Fabrics, WILLIS, 31 Hazel, United Fabrics WILLIS 31 Hazel, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, China, 50,000 Double Rubs, 320: Color Trends: Newsprint Naturals",26.96,53.92,62.01,55 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-willis-31-hazel.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-willis-31-hazel.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-willis-31-hazel.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-willis-31-hazel.jpg,"Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,21.0 oz./yd.,"54.000""",Up the Roll,China,,,320: Color Trends: Newsprint Naturals,"50,000 Double Rubs",Class 5,Warp: 76.8 lbs / Weft: 72.1 lbs,Warp: 332.6 lbs / Weft: 267 lbs,Grade: 5,Grade: 5,Hours: 40 / Grade: 4,"CA Technical Bulletin 117-2013 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,MUSE,44 Fossil,United Fabrics MUSE 44 Fossil,"Brown upholstery fabric, brown","United Fabrics, MUSE, 44 Fossil, United Fabrics MUSE 44 Fossil, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 120: Performance Textures 3","United Fabrics, MUSE, 44 Fossil, United Fabrics MUSE 44 Fossil, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Crypton Home Soil/Stain Protection, China, 50,000 Double Rubs, 120: Performance Textures 3",22.46,44.92,51.66,34 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-muse-44-fossil.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-muse1.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-muse-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-muse-44-fossil.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-muse1.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-muse-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Crypton Home Soil/Stain Protection,19.7 oz./yd.,"54.000""",Up the Roll,China,,,120: Performance Textures 3,"50,000 Double Rubs",Class 5,Warp: 99.7 lbs / Weft: 34.3 lbs,Warp: 258.3 lbs / Weft: 148.4 lbs,Grade: 4,Grade: 4,Hours: 40 / Grade: 4,"UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,ADORA,47 Mink,United Fabrics ADORA 47 Mink,"Brown upholstery fabric, brown","United Fabrics, ADORA, 47 Mink, United Fabrics ADORA 47 Mink, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Polyester 30% Cotton, Acrylic, Alta Soil/Stain Protection, Turkey, 30,000 Double Rubs, 619: Veranda Collection","United Fabrics, ADORA, 47 Mink, United Fabrics ADORA 47 Mink, Brown upholstery fabric, brown, Upholstery, Indoor, 70% Polyester 30% Cotton, Acrylic, Alta Soil/Stain Protection, Turkey, 30,000 Double Rubs, 619: Veranda Collection",28.84,57.68,66.33,48 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-adora-47-mink.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-adora-95-violet-30inch.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-adora-adora.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-adora-47-mink.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-adora-95-violet-30inch.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-adora-adora.jpg","Upholstery, Indoor",70% Polyester 30% Cotton,Acrylic,Alta Soil/Stain Protection,14.8 oz./yd.,"54.000""",Up the Roll,Turkey,"6.500""","9.500""",619: Veranda Collection,"30,000 Double Rubs",,,,,,,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,VERONA,70 Peppercorn,United Fabrics VERONA 70 Peppercorn,"Brown upholstery fabric, brown","United Fabrics, VERONA, 70 Peppercorn, United Fabrics VERONA 70 Peppercorn, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, India, 50,000 Double Rubs, 619: Veranda Collection","United Fabrics, VERONA, 70 Peppercorn, United Fabrics VERONA 70 Peppercorn, Brown upholstery fabric, brown, Upholstery, Indoor, 100% Polyester, Acrylic, Alta Soil/Stain Protection, India, 50,000 Double Rubs, 619: Veranda Collection",25.46,50.92,58.56,15 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-verona-70-peppercorn.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-verona-uf-o1-filmic.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-verona-uf-o1-filmic.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-verona-70-peppercorn.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-verona-uf-o1-filmic.jpg","Upholstery, Indoor",100% Polyester,Acrylic,Alta Soil/Stain Protection,11.2 oz./yd.,"54.000""",Up the Roll,India,,,619: Veranda Collection,"50,000 Double Rubs",Class 4,Warp: 34 lbs / Weft: 29 lbs,Warp: 95 lbs / Weft: 136 lbs,Grade: 5,Grade: 4.5,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,KUDOS,07 Amber,United Fabrics KUDOS 07 Amber,"Brown upholstery fabric, brown","United Fabrics, KUDOS, 07 Amber, United Fabrics KUDOS 07 Amber, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, Latex, , USA, 70,000 Double Rubs, 919: Origins Collection","United Fabrics, KUDOS, 07 Amber, United Fabrics KUDOS 07 Amber, Brown upholstery fabric, brown, Upholstery, Indoor/Outdoor, 100% Sunbrella Acrylic, Latex, , USA, 70,000 Double Rubs, 919: Origins Collection",25.84,51.68,59.43,Currently Out of Stock,https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-kudos-amber.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-kudos-styled.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-kudos-styled.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-kudos-amber.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-kudos-styled.jpg","Upholstery, Indoor/Outdoor",100% Sunbrella Acrylic,Latex,,12.9 oz./yd.,"54.000""",Up the Roll,USA,,,919: Origins Collection,"70,000 Double Rubs",Class 4.5,Warp: 74 lbs / Weft: 76 lbs,Warp: 207 lbs / Weft: 248 lbs,Grade: 5,Grade: 5,"Hours: 2,200 / Class: 4","UFAC Class 1 CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
United Fabrics,MIRAMAR,14 Bronzite,United Fabrics MIRAMAR 14 Bronzite,"Brown upholstery fabric, brown","United Fabrics, MIRAMAR, 14 Bronzite, United Fabrics MIRAMAR 14 Bronzite, Brown upholstery fabric, brown, Upholstery, Indoor, 46% Polyester 40% Cotton 14% Rayon, Acrylic, Nanotex by Crypton Soil/Stain Protection, USA, 51,000 Double Rubs, 719: Global Eclectic","United Fabrics, MIRAMAR, 14 Bronzite, United Fabrics MIRAMAR 14 Bronzite, Brown upholstery fabric, brown, Upholstery, Indoor, 46% Polyester 40% Cotton 14% Rayon, Acrylic, Nanotex by Crypton Soil/Stain Protection, USA, 51,000 Double Rubs, 719: Global Eclectic",41.59,83.18,95.66,27 Yards (NJ) 0 Yards (CA),https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-miramar-14-bronzite.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-miramar3-2.jpg,https://unitedfabrics.s3.amazonaws.com/files/products/square-med-miramar-14-bronzite-30inch.jpg,"https://unitedfabrics.s3.amazonaws.com/files/products/square-xlrg-miramar-14-bronzite.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-miramar3-2.jpg, https://unitedfabrics.s3.amazonaws.com/files/products/square-med-miramar-14-bronzite-30inch.jpg","Upholstery, Indoor",46% Polyester 40% Cotton 14% Rayon,Acrylic,Nanotex by Crypton Soil/Stain Protection,15.7 oz./yd.,"54.000""",Railroaded,USA,"15.000""","14.750""",719: Global Eclectic,"51,000 Double Rubs",Class 4,Warp: 58 lbs / Weft: 34 lbs,Warp: 195 lbs / Weft: 193 lbs,Grade: 3,Grade: 4,Grade: 4,"CA Technical Bulletin 117-2013 NFPA 260 ""Flammability"" and any corresponding data refer to the typical performance in the tests indicated and should not be construed to imply the behavior of this or any other material under actual fire conditions.",Prop 65 Compliant California AB-2998 Compliant Inventory in Transition to PFAS Free
